Főváros / megye;Település;Szavazókör;Szavazókör címe;Szélességi fok; Hosszúsági fok
BUDAPEST;Budapest IV. ker.;38;Budapest, Bajza József Általános Iskola, Bajza József u. 2, 1046 Hungary;47,567634;19,0996309
BUDAPEST;Budapest IV. ker.;39;Budapest, Bajza József Általános Iskola, Bajza József u. 2, 1046 Hungary;47,567634;19,0996309
BUDAPEST;Budapest IV. ker.;40;Budapest, Bajza József Általános Iskola, Bajza József u. 2, 1046 Hungary;47,567634;19,0996309
BUDAPEST;Budapest IV. ker.;41;Budapest, Langlet Waldemár u. 3, 1047 Hungary;47,5667359;19,0834574
BUDAPEST;Budapest IV. ker.;42;Budapest, Langlet Waldemár u. 3, 1047 Hungary;47,5667359;19,0834574
BUDAPEST;Budapest IV. ker.;43;Budapest, Bajza József Általános Iskola, Bajza József u. 2, 1046 Hungary;47,567634;19,0996309
BUDAPEST;Budapest IV. ker.;44;Budapest, Langlet Waldemár u. 3, 1047 Hungary;47,5667359;19,0834574
BUDAPEST;Budapest IV. ker.;45;Budapest, Lőrincz utca 35, 1041 Hungary;47,5639384;19,0890049
BUDAPEST;Budapest IV. ker.;46;Budapest, Lőrincz utca 35, 1041 Hungary;47,5639384;19,0890049
BUDAPEST;Budapest IV. ker.;47;Budapest, Erzsébet u. 69, 1041 Hungary;47,5627397;19,0954611
BUDAPEST;Budapest IV. ker.;48;Budapest, Erzsébet u. 69, 1041 Hungary;47,5627397;19,0954611
BUDAPEST;Budapest IV. ker.;49;Budapest, Lőrincz utca 35, 1041 Hungary;47,5639384;19,0890049
BUDAPEST;Budapest IV. ker.;50;Budapest, Lőrincz utca 35, 1041 Hungary;47,5639384;19,0890049
BUDAPEST;Budapest IV. ker.;51;Budapest, Erzsébet u. 69, 1041 Hungary;47,5627397;19,0954611
BUDAPEST;Budapest IV. ker.;52;Budapest, Erzsébet u. 69, 1041 Hungary;47,5627397;19,0954611
BUDAPEST;Budapest IV. ker.;53;Budapest, Lőrincz utca 35, 1041 Hungary;47,5639384;19,0890049
BUDAPEST;Budapest IV. ker.;54;Budapest, Munkásotthon u. 3, 1043 Hungary;47,559777;19,0865765
BUDAPEST;Budapest IV. ker.;55;Budapest, Langlet Waldemár u. 3, 1047 Hungary;47,5667359;19,0834574
BUDAPEST;Budapest IV. ker.;56;Budapest, Munkásotthon u. 3, 1043 Hungary;47,559777;19,0865765
BUDAPEST;Budapest IV. ker.;57;Budapest, Tanoda tér, 1043 Hungary;47,558636;19,0890512
BUDAPEST;Budapest IV. ker.;58;Budapest, Erzsébet u. 31, 1041 Hungary;47,5577792;19,0943086
BUDAPEST;Budapest IV. ker.;59;Budapest, Erzsébet u. 31, 1041 Hungary;47,5577792;19,0943086
BUDAPEST;Budapest IV. ker.;60;Budapest, Erzsébet u. 31, 1041 Hungary;47,5577792;19,0943086
BUDAPEST;Budapest IV. ker.;61;Budapest, Erzsébet u. 31, 1041 Hungary;47,5577792;19,0943086
BUDAPEST;Budapest IV. ker.;62;Budapest, Munkásotthon u. 3, 1043 Hungary;47,559777;19,0865765
BUDAPEST;Budapest IV. ker.;63;Budapest, Pozsonyi u. 3, 1045 Hungary;47,5589946;19,089652
BUDAPEST;Budapest IV. ker.;64;Budapest, Tanoda tér, 1043 Hungary;47,558636;19,0890512
BUDAPEST;Budapest IV. ker.;65;Budapest, Tanoda tér, 1043 Hungary;47,558636;19,0890512
BUDAPEST;Budapest IV. ker.;66;Budapest, Erzsébet u. 31, 1041 Hungary;47,5577792;19,0943086
BUDAPEST;Budapest IV. ker.;67;Budapest, Erzsébet u. 31, 1041 Hungary;47,5577792;19,0943086
BUDAPEST;Budapest IV. ker.;68;Budapest, Erzsébet u. 31, 1041 Hungary;47,5577792;19,0943086
BUDAPEST;Budapest IV. ker.;69;Budapest, Pozsonyi u. 3, 1045 Hungary;47,5589946;19,089652
BUDAPEST;Budapest IV. ker.;70;Budapest, Pozsonyi u. 3, 1045 Hungary;47,5589946;19,089652
BUDAPEST;Budapest IV. ker.;71;Budapest, Pozsonyi u. 3, 1045 Hungary;47,5589946;19,089652
BUDAPEST;Budapest IV. ker.;72;Budapest, Pozsonyi u. 3, 1045 Hungary;47,5589946;19,089652
BUDAPEST;Budapest IV. ker.;73;Budapest, Újpesti Szigeti József Utcai Általános Iskola, Szigeti József u. 1-3, 1041 Hungary;47,5638349;19,1025072
BUDAPEST;Budapest IV. ker.;74;Budapest, Újpesti Szigeti József Utcai Általános Iskola, Szigeti József u. 1-3, 1041 Hungary;47,5638349;19,1025072
BUDAPEST;Budapest IV. ker.;75;Budapest, Újpesti Szigeti József Utcai Általános Iskola, Szigeti József u. 1-3, 1041 Hungary;47,5638349;19,1025072
BUDAPEST;Budapest IV. ker.;76;Budapest, Újpesti Szigeti József Utcai Általános Iskola, Szigeti József u. 1-3, 1041 Hungary;47,5638349;19,1025072
BUDAPEST;Budapest IV. ker.;77;Budapest, Újpesti Szigeti József Utcai Általános Iskola, Szigeti József u. 1-3, 1041 Hungary;47,5638349;19,1025072
BUDAPEST;Budapest IV. ker.;78;Budapest, Újpesti Szigeti József Utcai Általános Iskola, Szigeti József u. 1-3, 1041 Hungary;47,5638349;19,1025072
BUDAPEST;Budapest IV. ker.;79;Budapest, Viola u. 2, 1042 Hungary;47,5587728;19,1022566
BUDAPEST;Budapest IV. ker.;80;Budapest, Viola u. 2, 1042 Hungary;47,5587728;19,1022566
BUDAPEST;Budapest IV. ker.;81;Budapest, Viola u. 2, 1042 Hungary;47,5587728;19,1022566
BUDAPEST;Budapest IV. ker.;82;Budapest, Viola u. 2, 1042 Hungary;47,5587728;19,1022566
BUDAPEST;Budapest IV. ker.;83;Budapest, Viola u. 2, 1042 Hungary;47,5587728;19,1022566
BUDAPEST;Budapest IV. ker.;84;Budapest, Viola u. 2, 1042 Hungary;47,5587728;19,1022566
BUDAPEST;Budapest V. ker.;1;Budapest, Fővám tér 2, 1056 Hungary;47,4877778;19,0567409
BUDAPEST;Budapest V. ker.;2;Budapest, Váci u. 43, 1056 Hungary;47,4912017;19,0540738
BUDAPEST;Budapest V. ker.;3;Budapest, Magyar u. 12, 1053 Hungary;47,4930389;19,0599904
BUDAPEST;Budapest V. ker.;4;Budapest, Veres Pálné u. 38, 1053 Hungary;47,4889168;19,0580501
BUDAPEST;Budapest V. ker.;5;Budapest, Váci u. 43, 1056 Hungary;47,4912017;19,0540738
BUDAPEST;Budapest V. ker.;6;Budapest, Reáltanoda utca 7, 1053 Hungary;47,4926064;19,0583047
BUDAPEST;Budapest V. ker.;7;Budapest, Vármegye u. 9, 1052 Hungary;47,4945914;19,0579396
BUDAPEST;Budapest V. ker.;8;Budapest, Erzsébet tér 4, 1051 Hungary;47,4980258;19,0515108
BUDAPEST;Budapest V. ker.;9;Budapest, Sütő u. 1, 1052 Hungary;47,496544;19,054102
BUDAPEST;Budapest V. ker.;10;Budapest, Sütő u. 1, 1052 Hungary;47,496544;19,054102
BUDAPEST;Budapest V. ker.;11;Budapest, Erzsébet tér 4, 1051 Hungary;47,4979993;19,0514988
BUDAPEST;Budapest V. ker.;12;Budapest, Nádor u. 12, 1051 Hungary;47,5005543;19,049211
BUDAPEST;Budapest V. ker.;13;Budapest, Nádor u. 12, 1051 Hungary;47,5005543;19,049211
BUDAPEST;Budapest V. ker.;14;Budapest, Vadász u. 11-13, 1054 Hungary;47,5039744;19,0540233
BUDAPEST;Budapest V. ker.;15;Budapest, Vadász u. 11-13, 1054 Hungary;47,5039744;19,0540233
BUDAPEST;Budapest V. ker.;16;Budapest, Szemere u. 3, 1054 Hungary;47,50687;19,050983
BUDAPEST;Budapest V. ker.;17;Budapest, Szemere u. 5, 1054 Hungary;47,507167;19,050904
BUDAPEST;Budapest V. ker.;18;Budapest, Szemere u. 3, 1054 Hungary;47,50687;19,050983
BUDAPEST;Budapest V. ker.;19;Budapest, Falk Miksa u. 28, 1055 Hungary;47,5116516;19,048349
BUDAPEST;Budapest V. ker.;20;Budapest, Falk Miksa u. 28, 1055 Hungary;47,5116516;19,048349
BUDAPEST;Budapest V. ker.;21;Budapest, Markó u. 18-20, 1055 Hungary;47,5091227;19,0530845
BUDAPEST;Budapest VI. ker.;1;Budapest, Bajcsy-Zsilinszky út 33, 1065 Hungary;47,504684;19,0553109
BUDAPEST;Budapest VI. ker.;2;Budapest, Podmaniczky u. 8, 1065 Hungary;47,5077461;19,0560581
BUDAPEST;Budapest VI. ker.;3;Budapest, Podmaniczky u. 8, 1065 Hungary;47,5077461;19,0560581
BUDAPEST;Budapest VI. ker.;4;Budapest, Lovag u. 9-11, 1066 Hungary;47,506561;19,057774
BUDAPEST;Budapest VI. ker.;5;Budapest, Lovag u. 9-11, 1066 Hungary;47,506561;19,057774
BUDAPEST;Budapest VI. ker.;6;Budapest, Lovag u. 9-11, 1066 Hungary;47,506561;19,057774
BUDAPEST;Budapest VI. ker.;7;Budapest, Pethő Sándor u. 4, 1065 Hungary;47,5025245;19,0626259
BUDAPEST;Budapest VI. ker.;8;Budapest, Pethő Sándor u. 4, 1065 Hungary;47,5025245;19,0626259
BUDAPEST;Budapest VI. ker.;9;Budapest, Pethő Sándor u. 4, 1065 Hungary;47,5025245;19,0626259
BUDAPEST;Budapest VI. ker.;10;Budapest, Szondi u. 11, 1067 Hungary;47,5085844;19,0607535
BUDAPEST;Budapest VI. ker.;11;Budapest, Vörösmarty u. 49-51, 1064 Hungary;47,5087298;19,0646826
BUDAPEST;Budapest VI. ker.;12;Budapest, Vörösmarty u. 49-51, 1064 Hungary;47,5087298;19,0646826
BUDAPEST;Budapest VI. ker.;13;Budapest, Vörösmarty u. 49-51, 1064 Hungary;47,5087298;19,0646826
BUDAPEST;Budapest VI. ker.;14;Budapest, Rózsa u. 81-83, 1064 Hungary;47,5097089;19,066262
BUDAPEST;Budapest VI. ker.;15;Budapest, Szinyei Merse u. 7-9, 1063 Hungary;47,5109477;19,0686604
BUDAPEST;Budapest VI. ker.;16;Budapest, Vörösmarty u. 49-51, 1064 Hungary;47,5087298;19,0646826
BUDAPEST;Budapest VI. ker.;17;Budapest, Szondi u. 41, 1064 Hungary;47,5114051;19,0660256
BUDAPEST;Budapest VI. ker.;18;Budapest, Szondi u. 41, 1064 Hungary;47,5114051;19,0660256
BUDAPEST;Budapest VI. ker.;19;Budapest, Szondi u. 41, 1064 Hungary;47,5114051;19,0660256
BUDAPEST;Budapest VI. ker.;20;Budapest, Szinyei Merse u. 7, 1063 Hungary;47,510952;19,068667
BUDAPEST;Budapest VI. ker.;21;Budapest, Szinyei Merse u. 7, 1063 Hungary;47,510952;19,068667
BUDAPEST;Budapest VI. ker.;22;Budapest, Munkácsy Mihály u. 26, 1063 Hungary;47,514801;19,070275
BUDAPEST;Budapest VI. ker.;23;Budapest, Munkácsy Mihály u. 26, 1063 Hungary;47,514801;19,070275
BUDAPEST;Budapest VI. ker.;24;Budapest, Munkácsy Mihály u. 26, 1063 Hungary;47,514801;19,070275
BUDAPEST;Budapest VI. ker.;25;Budapest, Liszt Ferenc tér 6, 1061 Hungary;47,5032511;19,0637025
BUDAPEST;Budapest VI. ker.;26;Budapest, Eötvös u. 3, 1067 Hungary;47,5045052;19,0663088
BUDAPEST;Budapest VI. ker.;27;Budapest, Felsőerdősor utca 20, 1068 Hungary;47,5087851;19,070196
BUDAPEST;Budapest VI. ker.;28;Budapest, Felsőerdősor utca 20, 1068 Hungary;47,5087851;19,070196
BUDAPEST;Budapest VI. ker.;29;Budapest, Felsőerdősor utca 20, 1068 Hungary;47,5087851;19,070196
BUDAPEST;Budapest VI. ker.;30;Budapest, Benczúr u. 35c, 1068 Hungary;47,5115554;19,0766963
BUDAPEST;Budapest VII. ker.;1;Budapest, Dob u. 23, 1074 Hungary;47,498225;19,0614365
BUDAPEST;Budapest VII. ker.;2;Budapest, Dob u. 23, 1074 Hungary;47,498225;19,0614365
BUDAPEST;Budapest VII. ker.;3;Budapest, Kertész u. 30, 1073 Hungary;47,5005898;19,0665529
BUDAPEST;Budapest VII. ker.;4;Budapest, Kertész u. 30, 1073 Hungary;47,5005898;19,0665529
BUDAPEST;Budapest VII. ker.;5;Budapest, Wesselényi u. 38, 1077 Hungary;47,4995172;19,066926
BUDAPEST;Budapest VII. ker.;6;Budapest, Wesselényi u. 17, 1077 Hungary;47,4976228;19,0637073
BUDAPEST;Budapest VII. ker.;7;Budapest, Wesselényi u. 17, 1077 Hungary;47,4976228;19,0637073
BUDAPEST;Budapest VII. ker.;8;Budapest, Wesselényi u. 38, 1077 Hungary;47,4995172;19,066926
BUDAPEST;Budapest VII. ker.;9;Budapest, Kertész u. 30, 1073 Hungary;47,5005898;19,0665529
BUDAPEST;Budapest VII. ker.;10;Budapest, Kertész u. 20, 1073 Hungary;47,4995828;19,0678072
BUDAPEST;Budapest VII. ker.;11;Budapest, Erzsébet krt. 6, 1073 Hungary;47,497936;19,0699631
BUDAPEST;Budapest VII. ker.;12;Budapest, Dob u. 85, 1077 Hungary;47,5031439;19,0703522
BUDAPEST;Budapest VII. ker.;13;Budapest, Rózsa u. 32, 1077 Hungary;47,5050265;19,0721464
BUDAPEST;Budapest VII. ker.;14;Budapest, Király u. 97, 1077 Hungary;47,5063025;19,0709965
BUDAPEST;Budapest VII. ker.;15;Budapest, Dob u. 85, 1077 Hungary;47,5031439;19,0703522
BUDAPEST;Budapest VII. ker.;16;Budapest, Rózsa u. 32, 1077 Hungary;47,5050265;19,0721464
BUDAPEST;Budapest VII. ker.;17;Budapest, Király u. 97, 1077 Hungary;47,5063025;19,0709965
BUDAPEST;Budapest VII. ker.;18;Budapest, Barcsay u. 5, 1073 Hungary;47,5001445;19,0705869
BUDAPEST;Budapest VII. ker.;19;Budapest, Barcsay u. 5, 1073 Hungary;47,5001445;19,0705869
BUDAPEST;Budapest VII. ker.;20;Budapest, Rózsa u. 3, 1077 Hungary;47,502486;19,0756061
BUDAPEST;Budapest VII. ker.;21;Budapest, Alsó erdősor u. 14-16, 1074 Hungary;47,500049;19,074862
BUDAPEST;Budapest VII. ker.;22;Budapest, Alsó erdősor u. 14-16, 1074 Hungary;47,500049;19,074862
BUDAPEST;Budapest VII. ker.;23;Budapest, Rózsák tere 6, 1074 Hungary;47,5013837;19,0768263
BUDAPEST;Budapest VII. ker.;24;Budapest, Városligeti fasor 39, 1071 Hungary;47,5101921;19,07916
BUDAPEST;Budapest VII. ker.;25;Budapest, Városligeti fasor 39, 1071 Hungary;47,5101921;19,07916
BUDAPEST;Budapest VII. ker.;26;Budapest, Hernád u. 42, 1078 Hungary;47,5060569;19,081233
BUDAPEST;Budapest VII. ker.;27;Budapest, Nefelejcs u. 62, 1078 Hungary;47,5067532;19,0779012
BUDAPEST;Budapest VII. ker.;28;Budapest, Peterdy u. 16, 1071 Hungary;47,507023;19,0791385
BUDAPEST;Budapest VII. ker.;29;Budapest, Nefelejcs u. 62, 1078 Hungary;47,5067532;19,0779012
BUDAPEST;Budapest VII. ker.;30;Budapest, Bethlen Gábor tér 2, 1071 Hungary;47,5036438;19,0797879
BUDAPEST;Budapest VII. ker.;31;Budapest, Hernád u. 42, 1078 Hungary;47,5060569;19,081233
BUDAPEST;Budapest VII. ker.;32;Budapest, Bethlen Gábor tér 2, 1071 Hungary;47,5036438;19,0797879
BUDAPEST;Budapest VII. ker.;33;Budapest, Hernád u. 42, 1078 Hungary;47,5060569;19,081233
BUDAPEST;Budapest VII. ker.;34;Budapest, István u. 37, 1078 Hungary;47,5054698;19,0835411
BUDAPEST;Budapest VII. ker.;35;Budapest, István u. 37, 1078 Hungary;47,5054698;19,0835411
BUDAPEST;Budapest VII. ker.;36;Budapest, Garay u. 5, 1076 Hungary;47,5006647;19,0797349
BUDAPEST;Budapest VII. ker.;37;Budapest, Garay u. 5, 1076 Hungary;47,5006647;19,0797349
BUDAPEST;Budapest VII. ker.;38;Budapest, Százház u. 10-18, 1076 Hungary;47,5028104;19,0875829
BUDAPEST;Budapest VIII. ker.;1;Budapest, Horánszky u. 13, 1085 Hungary;47,4916562;19,067504
BUDAPEST;Budapest VIII. ker.;2;Budapest, Horánszky u. 13, 1085 Hungary;47,4916562;19,067504
BUDAPEST;Budapest VIII. ker.;3;Budapest, Horánszky u. 13, 1085 Hungary;47,4916562;19,067504
BUDAPEST;Budapest VIII. ker.;4;Budapest, Horánszky u. 13, 1085 Hungary;47,4916562;19,067504
BUDAPEST;Budapest VIII. ker.;5;Budapest, József krt. 63, 1085 Hungary;47,4885921;19,070212
BUDAPEST;Budapest VIII. ker.;6;Budapest, József krt. 63, 1085 Hungary;47,4885921;19,070212
BUDAPEST;Budapest VIII. ker.;7;Budapest, Práter u. 11, 1083 Hungary;47,4866867;19,0722592
BUDAPEST;Budapest VIII. ker.;8;Budapest, Német u. 14, 1084 Hungary;47,4913826;19,0736858
BUDAPEST;Budapest VIII. ker.;9;Budapest, Somogyi Béla u. 9, 1085 Hungary;47,494779;19,0694969
BUDAPEST;Budapest VIII. ker.;10;Budapest, Horánszky u. 13, 1085 Hungary;47,4916562;19,067504
BUDAPEST;Budapest VIII. ker.;11;Budapest, Somogyi Béla u. 9, 1085 Hungary;47,494779;19,0694969
BUDAPEST;Budapest VIII. ker.;12;Budapest, Tolnai Lajos u. 11-15, 1084 Hungary;47,4944894;19,0741828
BUDAPEST;Budapest VIII. ker.;13;Budapest, Mátyás tér 15, 1084 Hungary;47,4925838;19,0796809
BUDAPEST;Budapest VIII. ker.;14;Budapest, Német u. 14, 1084 Hungary;47,4913826;19,0736858
BUDAPEST;Budapest VIII. ker.;15;Budapest, Práter u. 11, 1083 Hungary;47,4866867;19,0722592
BUDAPEST;Budapest VIII. ker.;16;Budapest, Práter u. 11, 1083 Hungary;47,4866867;19,0722592
BUDAPEST;Budapest VIII. ker.;17;Budapest, Práter u. 11, 1083 Hungary;47,4866867;19,0722592
BUDAPEST;Budapest VIII. ker.;18;Budapest, Práter u. 11, 1083 Hungary;47,4866867;19,0722592
BUDAPEST;Budapest VIII. ker.;19;Budapest, Szűz u. 2, 1086 Hungary;47,4905282;19,0783308
BUDAPEST;Budapest VIII. ker.;20;Budapest, Szűz u. 2, 1086 Hungary;47,4905282;19,0783308
BUDAPEST;Budapest VIII. ker.;21;Budapest, Mátyás tér 15, 1084 Hungary;47,4925838;19,0796809
BUDAPEST;Budapest VIII. ker.;22;Budapest, Tolnai Lajos u. 11-15, 1084 Hungary;47,4944894;19,0741828
BUDAPEST;Budapest VIII. ker.;23;Budapest, Tolnai Lajos u. 11-15, 1084 Hungary;47,4944894;19,0741828
BUDAPEST;Budapest VIII. ker.;24;Budapest, Tolnai Lajos u. 11-15, 1084 Hungary;47,4944894;19,0741828
BUDAPEST;Budapest VIII. ker.;25;Budapest, Tolnai Lajos u. 11-15, 1084 Hungary;47,4944894;19,0741828
BUDAPEST;Budapest VIII. ker.;26;Budapest, Bezerédj utca 3, 1081 Hungary;47,4963367;19,0731391
BUDAPEST;Budapest VIII. ker.;27;Budapest, Mátyás tér 15, 1084 Hungary;47,4925838;19,0796809
BUDAPEST;Budapest VIII. ker.;28;Budapest, Mátyás tér 15, 1084 Hungary;47,4925838;19,0796809
BUDAPEST;Budapest VIII. ker.;29;Budapest, Koszorú u. 14-16, 1086 Hungary;47,4906467;19,0800778
BUDAPEST;Budapest VIII. ker.;30;Budapest, Dankó u. 31, 1086 Hungary;47,4897954;19,0837976
BUDAPEST;Budapest VIII. ker.;31;Budapest, Koszorú u. 14-16, 1086 Hungary;47,4906467;19,0800778
BUDAPEST;Budapest VIII. ker.;32;Budapest, Csobánc u. 1, 1086 Hungary;47,4883111;19,0881551
BUDAPEST;Budapest VIII. ker.;33;Budapest, Losonci tér 1, 1089 Hungary;47,4879664;19,0843002
BUDAPEST;Budapest VIII. ker.;34;Budapest, Losonci tér 1, 1089 Hungary;47,4879664;19,0843002
BUDAPEST;Budapest VIII. ker.;35;Budapest, Tömő u. 38a, 1083 Hungary;47,4853286;19,0809935
BUDAPEST;Budapest VIII. ker.;36;Budapest, Tömő u. 38a, 1083 Hungary;47,4853286;19,0809935
BUDAPEST;Budapest VIII. ker.;37;Budapest, Losonci tér 1, 1089 Hungary;47,4879664;19,0843002
BUDAPEST;Budapest VIII. ker.;38;Budapest, Losonci tér 1, 1089 Hungary;47,4879664;19,0843002
BUDAPEST;Budapest VIII. ker.;39;Budapest, Losonci tér 1, 1089 Hungary;47,4879664;19,0843002
BUDAPEST;Budapest VIII. ker.;40;Budapest, Losonci tér 1, 1089 Hungary;47,4879664;19,0843002
BUDAPEST;Budapest VIII. ker.;41;Budapest, Losonci tér 1, 1089 Hungary;47,4879664;19,0843002
BUDAPEST;Budapest VIII. ker.;42;Budapest, Ludovika tér 1, 1083 Hungary;47,4808429;19,0860796
BUDAPEST;Budapest VIII. ker.;43;Budapest, Ludovika tér 1, 1083 Hungary;47,4808429;19,0860796
BUDAPEST;Budapest VIII. ker.;44;Budapest, Csobánc u. 1, 1086 Hungary;47,4883111;19,0881551
BUDAPEST;Budapest VIII. ker.;45;Budapest, Dankó u. 31, 1086 Hungary;47,4897954;19,0837976
BUDAPEST;Budapest VIII. ker.;46;Budapest, II. János Pál pápa tér 17, 1081 Hungary;47,4955324;19,0805084
BUDAPEST;Budapest VIII. ker.;47;Budapest, II. János Pál pápa tér 17, 1081 Hungary;47,4955324;19,0805084
BUDAPEST;Budapest VIII. ker.;48;Budapest, Bezerédj utca 3, 1081 Hungary;47,4963367;19,0731391
BUDAPEST;Budapest VIII. ker.;49;Budapest, Csobánc u. 1, 1086 Hungary;47,4883111;19,0881551
BUDAPEST;Budapest VIII. ker.;50;Budapest, Csobánc u. 1, 1086 Hungary;47,4883111;19,0881551
BUDAPEST;Budapest VIII. ker.;51;Budapest, Ludovika tér 1, 1083 Hungary;47,4808429;19,0860796
BUDAPEST;Budapest VIII. ker.;52;Budapest, Vajda Péter u. 25-31, 1089 Hungary;47,4838499;19,0978891
BUDAPEST;Budapest VIII. ker.;53;Budapest, Ludovika tér 1, 1083 Hungary;47,4808429;19,0860796
BUDAPEST;Budapest VIII. ker.;54;Budapest, Elnök u. 3, 1089 Hungary;47,479128;19,0975529
BUDAPEST;Budapest VIII. ker.;55;Budapest, Vajda Péter u. 25-31, 1089 Hungary;47,4838499;19,0978891
BUDAPEST;Budapest VIII. ker.;56;Budapest, Vajda Péter u. 37, 1089 Hungary;47,4831551;19,100144
BUDAPEST;Budapest VIII. ker.;57;Budapest, Százados út 14, 1087 Hungary;47,4981922;19,1067198
BUDAPEST;Budapest VIII. ker.;58;Budapest, Százados út 14, 1087 Hungary;47,4981922;19,1067198
BUDAPEST;Budapest VIII. ker.;59;Budapest, Százados út 14, 1087 Hungary;47,4981922;19,1067198
BUDAPEST;Budapest VIII. ker.;60;Budapest, Százados út 14, 1087 Hungary;47,4981922;19,1067198
BUDAPEST;Budapest VIII. ker.;61;Budapest, Ludovika tér 1, 1083 Hungary;47,4808429;19,0860796
BUDAPEST;Budapest VIII. ker.;62;Budapest, Ludovika tér 1, 1083 Hungary;47,4808429;19,0860796
BUDAPEST;Budapest IX. ker.;1;Budapest, Csarnok tér 3, 1093 Hungary;47,486345;19,0603816
BUDAPEST;Budapest IX. ker.;2;Budapest, Lónyay u. 4-8, 1093 Hungary;47,4874576;19,0613368
BUDAPEST;Budapest IX. ker.;3;Budapest, Ráday u. 26, 1092 Hungary;47,4862273;19,0641334
BUDAPEST;Budapest IX. ker.;4;Budapest, Ráday u. 26, 1092 Hungary;47,4862273;19,0641334
BUDAPEST;Budapest IX. ker.;5;Budapest, Lónyay u. 4-8, 1093 Hungary;47,4874576;19,0613368
BUDAPEST;Budapest IX. ker.;6;Budapest, Bakáts tér 12, 1092 Hungary;47,4838683;19,0671756
BUDAPEST;Budapest IX. ker.;7;Budapest, Bakáts tér 12, 1092 Hungary;47,4838683;19,0671756
BUDAPEST;Budapest IX. ker.;8;Budapest, Üllői út 45, 1091 Hungary;47,4855036;19,0704686
BUDAPEST;Budapest IX. ker.;9;Budapest, Bakáts tér 12, 1092 Hungary;47,4838683;19,0671756
BUDAPEST;Budapest IX. ker.;10;Budapest, Közraktár u. 24, 1093 Hungary;47,4821203;19,0643314
BUDAPEST;Budapest IX. ker.;11;Budapest, Üllői út 45, 1091 Hungary;47,4855036;19,0704686
BUDAPEST;Budapest IX. ker.;12;Budapest, Liliom u. 15, 1094 Hungary;47,481457;19,0711109
BUDAPEST;Budapest IX. ker.;13;Budapest, Liliom u. 15, 1094 Hungary;47,481457;19,0711109
BUDAPEST;Budapest IX. ker.;14;Budapest, Viola u. 39, 1094 Hungary;47,4821905;19,0768866
BUDAPEST;Budapest IX. ker.;15;Budapest, Viola u. 39, 1094 Hungary;47,4821905;19,0768866
BUDAPEST;Budapest IX. ker.;16;Budapest, Tűzoltó u. 33a, 1094 Hungary;47,4818746;19,0767944
BUDAPEST;Budapest IX. ker.;17;Budapest, Dandár u. 28, 1095 Hungary;47,477688;19,074094
BUDAPEST;Budapest IX. ker.;18;Budapest, Tűzoltó u. 33a, 1094 Hungary;47,4818746;19,0767944
BUDAPEST;Budapest IX. ker.;19;Budapest, Vendel u. 1, 1096 Hungary;47,480367;19,0775581
BUDAPEST;Budapest IX. ker.;20;Budapest, Vendel u. 1, 1096 Hungary;47,480367;19,0775581
BUDAPEST;Budapest IX. ker.;21;Budapest, Lenhossék u. 24-28, 1096 Hungary;47,479414;19,0786589
BUDAPEST;Budapest IX. ker.;22;Budapest, Lenhossék u. 24-28, 1096 Hungary;47,479414;19,0786589
BUDAPEST;Budapest IX. ker.;23;Budapest, Haller u. 54, 1096 Hungary;47,476751;19,0801169
BUDAPEST;Budapest IX. ker.;24;Budapest, Telepy u. 17, 1096 Hungary;47,478747;19,083329
BUDAPEST;Budapest IX. ker.;25;Budapest, Telepy u. 17, 1096 Hungary;47,478747;19,083329
BUDAPEST;Budapest IX. ker.;26;Budapest, Telepy u. 17, 1096 Hungary;47,478747;19,083329
BUDAPEST;Budapest IX. ker.;27;Budapest, Telepy u. 17, 1096 Hungary;47,478747;19,083329
BUDAPEST;Budapest IX. ker.;28;Budapest, Mester u. 19, 1095 Hungary;47,4791809;19,072277
BUDAPEST;Budapest IX. ker.;29;Budapest, Mester u. 19, 1095 Hungary;47,4791809;19,072277
BUDAPEST;Budapest IX. ker.;30;Budapest, Dandár u. 28, 1095 Hungary;47,477688;19,074094
BUDAPEST;Budapest IX. ker.;31;Budapest, Mester u. 45, 1095 Hungary;47,476833;19,0759641
BUDAPEST;Budapest IX. ker.;32;Budapest, Mester u. 67, 1095 Hungary;47,4744839;19,078471
BUDAPEST;Budapest IX. ker.;33;Budapest, Haller u. 27, 1096 Hungary;47,4770258;19,0838477
BUDAPEST;Budapest IX. ker.;34;Budapest, Mester u. 45, 1095 Hungary;47,476833;19,0759641
BUDAPEST;Budapest IX. ker.;35;Budapest, Mester u. 67, 1095 Hungary;47,4744839;19,078471
BUDAPEST;Budapest IX. ker.;36;Budapest, Mester u. 67, 1095 Hungary;47,4744839;19,078471
BUDAPEST;Budapest IX. ker.;37;Budapest, Gyáli út 22, 1097 Hungary;47,4688667;19,1005119
BUDAPEST;Budapest IX. ker.;38;Budapest, Ecseri út 19, 1097 Hungary;47,463907;19,101955
BUDAPEST;Budapest IX. ker.;39;Budapest, Ecseri út 19, 1097 Hungary;47,463907;19,101955
BUDAPEST;Budapest IX. ker.;40;Budapest, Kén u. 1, 1097 Hungary;47,455782;19,0869079
BUDAPEST;Budapest IX. ker.;41;Budapest, Ifjúmunkás u. 13, 1091 Hungary;47,4677971;19,113983
BUDAPEST;Budapest IX. ker.;42;Budapest, Dési Huber u. 9, 1098 Hungary;47,4691663;19,1090604
